Date,Air Temp (F),Dewpoint (F),Precip (inches),Wind Speed (mph)
03/25/2017 23:00 EDT,44,39,0,6.9
03/26/2017 00:00 EDT,43,36,0,9.2
03/26/2017 01:00 EDT,42,34,0,13.8
03/26/2017 02:00 EDT,42,33,0,9.2
03/26/2017 03:00 EDT,40,35,0.01,6.9
03/26/2017 04:00 EDT,38,35,0.09,9.2
03/26/2017 05:00 EDT,38,35,0.04,6.9
03/26/2017 06:00 EDT,38,33,0,13.8
03/26/2017 07:00 EDT,38,31,0,12.7
03/26/2017 08:00 EDT,37,31,0,13.8
03/26/2017 09:00 EDT,38,32,0,12.7
03/26/2017 10:00 EDT,38,33,0,5.8
03/26/2017 11:00 EDT,39,32,0,13.8
03/26/2017 12:00 EDT,39,33,0,5.8
03/26/2017 13:00 EDT,39,33,0,5.8
03/26/2017 14:00 EDT,39,32,0,9.2
03/26/2017 15:00 EDT,40,33,0,8.1
03/26/2017 16:00 EDT,41,33,0,8.1
03/26/2017 17:00 EDT,41,33,0,5.8
03/26/2017 18:00 EDT,41,34,0,9.2
03/26/2017 19:00 EDT,40,35,0,5.8
03/26/2017 20:00 EDT,41,35,0,8.1
03/26/2017 21:00 EDT,39,37,0,8.1
03/26/2017 22:00 EDT,39,38,0,0
03/26/2017 23:00 EDT,39,38,0,5.8
03/27/2017 00:00 EDT,39,38,0,4.6
03/27/2017 01:00 EDT,38,37,0,10.4
03/27/2017 02:00 EDT,38,37,0,9.2
03/27/2017 03:00 EDT,38,37,0,8.1
03/27/2017 04:00 EDT,38,37,0,6.9
03/27/2017 05:00 EDT,38,37,0,8.1
03/27/2017 06:00 EDT,38,38,0,5.8
03/27/2017 07:00 EDT,38,38,0.01,6.9
03/27/2017 08:00 EDT,39,38,0,5.8
03/27/2017 09:00 EDT,39.5,39,0,4.7
03/27/2017 10:00 EDT,40,40,0.17,3.5
03/27/2017 11:00 EDT,43,41,0,0
03/27/2017 12:00 EDT,44,42,0,4.6
03/27/2017 13:00 EDT,48,43,0,3.5
03/27/2017 14:00 EDT,51,45,0,0
03/27/2017 15:00 EDT,51,45,0,3.5
03/27/2017 16:00 EDT,52,46,0,0
03/27/2017 17:00 EDT,51,45,0,0
03/27/2017 18:00 EDT,51,44,0,5.8
03/27/2017 19:00 EDT,49,44,0,0
03/27/2017 20:00 EDT,47,43,0,4.6
03/27/2017 21:00 EDT,46,44,0,3.5
03/27/2017 22:00 EDT,48,45,0,0
03/27/2017 23:00 EDT,48,45,0,4.6
03/28/2017 00:00 EDT,47,44,0,5.8
03/28/2017 01:00 EDT,46,44,0,5.8
03/28/2017 02:00 EDT,45,44,0.03,3.5
03/28/2017 03:00 EDT,44,43,0.02,6.9
03/28/2017 04:00 EDT,44,43,0,3.5
03/28/2017 05:00 EDT,43,42,0.02,6.9
03/28/2017 06:00 EDT,43,42,0.05,5.8
03/28/2017 07:00 EDT,43,41,0,5.8
03/28/2017 08:00 EDT,43,42,0,6.9
03/28/2017 09:00 EDT,44,42,0,8.1
03/28/2017 10:00 EDT,43,42,0,4.6
03/28/2017 11:00 EDT,44,42,0,0
03/28/2017 12:00 EDT,43,42,0.04,6.9
03/28/2017 13:00 EDT,43,42,0.02,5.8
03/28/2017 14:00 EDT,43,42,0.03,5.8
03/28/2017 15:00 EDT,43,42,0.07,4.6
03/28/2017 16:00 EDT,43,41,0.01,10.4
03/28/2017 17:00 EDT,42,40,0,8.1
03/28/2017 18:00 EDT,42,40,0,8.1
03/28/2017 19:00 EDT,41,40,0.05,9.2
03/28/2017 20:00 EDT,41,40,0.22,9.2
03/28/2017 21:00 EDT,42,41,0.11,5.8
03/28/2017 22:00 EDT,43,42,0.04,4.6
03/28/2017 23:00 EDT,44,43,0.01,4.6
03/29/2017 00:00 EDT,44,43,0,3.5
03/29/2017 01:00 EDT,44,43,0,0
03/29/2017 02:00 EDT,45,43,0,4.6
03/29/2017 03:00 EDT,46,43,0,3.5
03/29/2017 04:00 EDT,46,43,0,6.9
03/29/2017 05:00 EDT,46,42,0,4.6
03/29/2017 06:00 EDT,45,39,0,4.6
03/29/2017 07:00 EDT,44,38,0,8.1
03/29/2017 08:00 EDT,44,38,0,8.1
03/29/2017 09:00 EDT,45,38,0,5.8
03/29/2017 10:00 EDT,45,38,0,6.9
03/29/2017 11:00 EDT,48,37,0,8.1
03/29/2017 12:00 EDT,52,36,0,12.7
03/29/2017 13:00 EDT,57,35,0,6.9
03/29/2017 14:00 EDT,58,31,0,7.5
03/29/2017 15:00 EDT,57,29,0,8.1
03/29/2017 16:00 EDT,58,29,0,10.4
03/29/2017 17:00 EDT,57,27,0,6.9
03/29/2017 18:00 EDT,56,26,0,4.6
03/29/2017 19:00 EDT,53,25,0,6.9
03/29/2017 20:00 EDT,51,23,0,9.2
03/29/2017 21:00 EDT,50,23,0,5.8
03/29/2017 22:00 EDT,47,23,0,15
03/29/2017 23:00 EDT,44,23,0,16.1
03/30/2017 00:00 EDT,43,22,0,8.1
03/30/2017 01:00 EDT,42,22,0,9.2
03/30/2017 02:00 EDT,41,22,0,12.7
03/30/2017 03:00 EDT,40,21,0,9.2
03/30/2017 04:00 EDT,40,21,0,3.5
03/30/2017 05:00 EDT,39,22,0,3.5
03/30/2017 06:00 EDT,38,22,0,3.5
03/30/2017 07:00 EDT,38,22,0,4.6
03/30/2017 08:00 EDT,40,21,0,10.4
03/30/2017 09:00 EDT,41,21,0,10.4
03/30/2017 10:00 EDT,42,22,0,8.1
03/30/2017 11:00 EDT,45,23,0,5.8
03/30/2017 12:00 EDT,47,23,0,3.5
03/30/2017 13:00 EDT,49,23,0,3.5
03/30/2017 14:00 EDT,50,22,0,3.5
03/30/2017 15:00 EDT,50,22,0,4.6
03/30/2017 16:00 EDT,51,22,0,0
03/30/2017 17:00 EDT,48,28,0,11.5
03/30/2017 18:00 EDT,47,27,0,8.1
03/30/2017 19:00 EDT,46,27,0,8.1
03/30/2017 20:00 EDT,45,31,0.01,6.9
03/30/2017 21:00 EDT,45,29,0,5.8
03/30/2017 22:00 EDT,45,29,0,4.6
03/30/2017 23:00 EDT,44,31,0,5.8
03/31/2017 00:00 EDT,45,30,0,0
03/31/2017 01:00 EDT,44,31,0,0
03/31/2017 02:00 EDT,40,36,0.03,4.6
03/31/2017 03:00 EDT,39,36,0.07,5.8
03/31/2017 04:00 EDT,39,36,0.13,0
03/31/2017 05:00 EDT,38,36,0.07,4.6
03/31/2017 06:00 EDT,38,37,0,11.5
03/31/2017 07:00 EDT,38,36,0.01,8.1
03/31/2017 08:00 EDT,39,37,0.01,4.6
03/31/2017 09:00 EDT,39,38,0.02,6.9
03/31/2017 10:00 EDT,40,39,0.03,8.1
03/31/2017 11:00 EDT,41,39,0.02,4.6
03/31/2017 12:00 EDT,40,39,0.05,6.9
03/31/2017 13:00 EDT,41,39,0.07,10.4
03/31/2017 14:00 EDT,40,38,0.04,11.5
03/31/2017 15:00 EDT,40,38,0.06,5.8
03/31/2017 16:00 EDT,40,38,0.06,10.4
03/31/2017 17:00 EDT,39,38,0.08,12.7
03/31/2017 18:00 EDT,39,38,0.09,10.4
03/31/2017 19:00 EDT,39,38,0.17,12.7
03/31/2017 20:00 EDT,39,38,0.14,15
03/31/2017 21:00 EDT,39,38,0.13,11.5
03/31/2017 22:00 EDT,38,37,0.14,12.7
03/31/2017 23:00 EDT,38,37,0.05,20.7
04/01/2017 00:00 EDT,37,36,0.03,20.7
04/01/2017 01:00 EDT,37,35,0.01,26.5
04/01/2017 02:00 EDT,38,36,0,12.7
04/01/2017 03:00 EDT,37,36,0,13.8
04/01/2017 04:00 EDT,37,36,0,6.9
04/01/2017 05:00 EDT,37,36,0,12.7
04/01/2017 06:00 EDT,37,35,0,10.4
04/01/2017 07:00 EDT,37,35,0,6.9
04/01/2017 08:00 EDT,37,35,0,4.6
04/01/2017 09:00 EDT,38,35,0,8.1
04/01/2017 10:00 EDT,40,34,0,20.7
04/01/2017 11:00 EDT,41,34,0,19.6
04/01/2017 12:00 EDT,43,34,0,8.1
04/01/2017 13:00 EDT,44,34,0,16.1
04/01/2017 14:00 EDT,44,34,0,12.7
04/01/2017 15:00 EDT,45,33,0,12.7
04/01/2017 16:00 EDT,46,33,0,5.8
04/01/2017 17:00 EDT,46,34,0,11.5
04/01/2017 18:00 EDT,46,33,0,8.1
04/01/2017 19:00 EDT,46,34,0,5.8
04/01/2017 20:00 EDT,45,34,0,0
04/01/2017 21:00 EDT,45,33,0,5.8
04/01/2017 22:00 EDT,45,34,0,0
04/01/2017 23:00 EDT,45,34,0,3.5
04/02/2017 00:00 EDT,44,34,0,0
04/02/2017 01:00 EDT,45,35,0,4.6
04/02/2017 02:00 EDT,44,33,0,10.4
04/02/2017 03:00 EDT,43,32,0,3.5
04/02/2017 04:00 EDT,42,31,0,5.8
04/02/2017 05:00 EDT,41,31,0,5.8
04/02/2017 06:00 EDT,41,31,0,8.1
04/02/2017 07:00 EDT,41,31,0,4.6
04/02/2017 08:00 EDT,42,31,0,4.6
04/02/2017 09:00 EDT,44,31,0,4.6
04/02/2017 10:00 EDT,47,31,0,5.2
04/02/2017 11:00 EDT,50,31,0,5.8
04/02/2017 12:00 EDT,54,28,0,5.8
04/02/2017 13:00 EDT,57,26,0,6.9
04/02/2017 14:00 EDT,60,25,0,8.1
04/02/2017 15:00 EDT,61,24,0,9.2
04/02/2017 16:00 EDT,62,25,0,8.1
04/02/2017 17:00 EDT,62,26,0,10.4
04/02/2017 18:00 EDT,61,25,0,8.1
04/02/2017 19:00 EDT,60,27,0,4.6
04/02/2017 20:00 EDT,59,27,0,0
04/02/2017 21:00 EDT,57,27,0,3.5
04/02/2017 22:00 EDT,57,28,0,3.5
04/02/2017 23:00 EDT,56,29,0,3.5
04/03/2017 00:00 EDT,55,29,0,0
04/03/2017 01:00 EDT,54,29,0,0
04/03/2017 02:00 EDT,53,28,0,3.5
04/03/2017 03:00 EDT,52,28,0,0
04/03/2017 04:00 EDT,52,28,0,0
04/03/2017 05:00 EDT,50,28,0,3.5
04/03/2017 06:00 EDT,50,30,0,3.5
04/03/2017 07:00 EDT,50,30,0,3.5
04/03/2017 08:00 EDT,52,32,0,0
04/03/2017 09:00 EDT,55,32,0,0
04/03/2017 10:00 EDT,57,32,0,0
04/03/2017 11:00 EDT,59,31,0,0
04/03/2017 12:00 EDT,61,30,0,4.6
04/03/2017 13:00 EDT,63,30,0,9.2
04/03/2017 14:00 EDT,60,30,0,4.6
04/03/2017 15:00 EDT,61,30,0,8.1
04/03/2017 16:00 EDT,57,30,0,11.5
04/03/2017 17:00 EDT,56,36,0,10.4
04/03/2017 18:00 EDT,54,36,0,10.4
04/03/2017 19:00 EDT,54,37,0,4.6
04/03/2017 20:00 EDT,51,37,0,8.1
04/03/2017 21:00 EDT,52,37,0,5.8
04/03/2017 22:00 EDT,54,34,0,6.9
04/03/2017 23:00 EDT,52,31,0,6.9
04/04/2017 00:00 EDT,48,39,0.01,5.8
04/04/2017 01:00 EDT,50,43,0.01,9.2
04/04/2017 02:00 EDT,49,46,0.08,6.9
04/04/2017 03:00 EDT,48,48,0.46,11.5
04/04/2017 04:00 EDT,50,50,0.47,6.9
04/04/2017 05:00 EDT,50,49,0.14,10.4
04/04/2017 06:00 EDT,52,50,0.01,9.2
04/04/2017 07:00 EDT,52,52,0.01,4.6
04/04/2017 08:00 EDT,50,50,0.01,3.5
04/04/2017 09:00 EDT,50,48,0,8.1
04/04/2017 10:00 EDT,48,46,0,5.8
04/04/2017 11:00 EDT,47,46,0,8.1
04/04/2017 12:00 EDT,46,46,0,8.1
04/04/2017 13:00 EDT,46,46,0,10.4
04/04/2017 14:00 EDT,46,45,0,8.1
04/04/2017 15:00 EDT,46,-,0,12.7
04/04/2017 16:00 EDT,48,-,0,9.2
04/04/2017 17:00 EDT,49,46,0,10.4
04/04/2017 18:00 EDT,48,46,0,5.8
04/04/2017 19:00 EDT,48,45,0,6.9
04/04/2017 20:00 EDT,48,44,0,6.9
04/04/2017 21:00 EDT,48,45,0,4.6
04/04/2017 22:00 EDT,46,45,0,4.6
04/04/2017 23:00 EDT,46,43,0,4.6
04/05/2017 00:00 EDT,46,43,0,0
04/05/2017 01:00 EDT,46,44,0,5.8
04/05/2017 02:00 EDT,45,44,0,3.5
04/05/2017 03:00 EDT,46,45,0,4.6
04/05/2017 04:00 EDT,46,45,0,0
04/05/2017 05:00 EDT,46,44,0,0
04/05/2017 06:00 EDT,46,45,0,4.6
04/05/2017 07:00 EDT,46,45,0,0
04/05/2017 08:00 EDT,48,46,0,0
04/05/2017 09:00 EDT,48,45,0,4.6
04/05/2017 10:00 EDT,52,45,0,0
04/05/2017 11:00 EDT,53,44,0,0
04/05/2017 12:00 EDT,55,43,0,3.5
04/05/2017 13:00 EDT,55,39,0,0
04/05/2017 14:00 EDT,58,41,0,0
04/05/2017 15:00 EDT,61,39,0,0
04/05/2017 16:00 EDT,63,41,0,3.5
04/05/2017 17:00 EDT,62,42,0,8.1
04/05/2017 18:00 EDT,61,41,0,4.6
04/05/2017 19:00 EDT,54,45,0,6.9
04/05/2017 20:00 EDT,47,42,0,3.5
04/05/2017 21:00 EDT,46,43,0,8.1
04/05/2017 22:00 EDT,46,43,0,3.5
04/05/2017 23:00 EDT,48,42,0,10.4
04/06/2017 00:00 EDT,46,41,0,6.9
04/06/2017 01:00 EDT,45,40,0,5.8
04/06/2017 02:00 EDT,46,40,0,6.9
04/06/2017 03:00 EDT,46,39,0,8.1
04/06/2017 04:00 EDT,45,39,0,9.2
04/06/2017 05:00 EDT,43,40,0,9.2
04/06/2017 06:00 EDT,43,39,0,6.9
04/06/2017 07:00 EDT,41,39,0.01,10.4
04/06/2017 08:00 EDT,41,39,0.01,11.5
04/06/2017 09:00 EDT,41,39,0,9.8
04/06/2017 10:00 EDT,41,39,0.01,8.1
04/06/2017 11:00 EDT,42,40,0,9.3
04/06/2017 12:00 EDT,43,41,0.04,10.4
04/06/2017 13:00 EDT,41,41,0.04,9.2
04/06/2017 14:00 EDT,41,41,0.05,11.5
04/06/2017 15:00 EDT,43,41,0,20.7
04/06/2017 16:00 EDT,43,41,0.07,15
04/06/2017 17:00 EDT,44.5,43.5,0,9.8
04/06/2017 18:00 EDT,46,46,0.12,4.6
04/06/2017 19:00 EDT,48,46,0,4.6
04/06/2017 20:00 EDT,53,-,0,9.2
04/06/2017 21:00 EDT,54,-,0,13.8
04/06/2017 22:00 EDT,50,45,0,9.2
04/06/2017 23:00 EDT,50,44,0,8.1
04/07/2017 00:00 EDT,50,44,0,13.8
04/07/2017 01:00 EDT,50,44,0,13.8
04/07/2017 02:00 EDT,51,41,0,8.1
04/07/2017 03:00 EDT,48,37,0,8.1
04/07/2017 04:00 EDT,48,36,0,13.8
04/07/2017 05:00 EDT,46,35,0,4.6
04/07/2017 06:00 EDT,46,34,0,3.5
04/07/2017 07:00 EDT,46,34,0,10.4
04/07/2017 08:00 EDT,46,34,0,13.8
04/07/2017 09:00 EDT,46,34,0,5.8
04/07/2017 10:00 EDT,46,32,0,16.1
04/07/2017 11:00 EDT,44,36,0,10.4
04/07/2017 12:00 EDT,46,36,0,9.8
04/07/2017 13:00 EDT,46,36,0,9.2
04/07/2017 14:00 EDT,47,34,0,9.8
04/07/2017 15:00 EDT,46,34,0,10.4
04/07/2017 16:00 EDT,48,34,0,9.2
04/07/2017 17:00 EDT,48,31,0,10.4
04/07/2017 18:00 EDT,46,30,0,9.2
04/07/2017 19:00 EDT,45,28,0,12.7
04/07/2017 20:00 EDT,43,30,0,12.7
04/07/2017 21:00 EDT,43,27,0,6.9
04/07/2017 22:00 EDT,41,27,0,17.3
04/07/2017 23:00 EDT,41,26,0,12.7
04/08/2017 00:00 EDT,41,27,0,15
04/08/2017 01:00 EDT,40,27,0,9.2
04/08/2017 02:00 EDT,40,27,0,8.1
04/08/2017 03:00 EDT,39,27,0,10.4
04/08/2017 04:00 EDT,41,25,0,12.7
04/08/2017 05:00 EDT,41,24,0,9.2
04/08/2017 06:00 EDT,41,21,0,10.4
04/08/2017 07:00 EDT,39,21,0,5.8
04/08/2017 08:00 EDT,41,23,0,8.1
04/08/2017 09:00 EDT,43,21,0,9.2
04/08/2017 10:00 EDT,43,21,0,9.2
04/08/2017 11:00 EDT,46,20,0,6.9
04/08/2017 12:00 EDT,48,21,0,7.5
04/08/2017 13:00 EDT,52,21,0,8.1
04/08/2017 14:00 EDT,52,20,0,11.5
04/08/2017 15:00 EDT,55,19,0,13.3
04/08/2017 16:00 EDT,55,19,0,15
04/08/2017 17:00 EDT,56,19,0,9.2
04/08/2017 18:00 EDT,55,19,0,11.5
04/08/2017 19:00 EDT,55,19,0,5.8
04/08/2017 20:00 EDT,53,19,0,0
04/08/2017 21:00 EDT,52,21,0,3.5
04/08/2017 22:00 EDT,52,19,0,6.9
04/08/2017 23:00 EDT,50,19,0,3.5
04/09/2017 00:00 EDT,48,19,0,4
04/09/2017 01:00 EDT,47,20,0,4.6
04/09/2017 02:00 EDT,47,20,0,6.9
04/09/2017 03:00 EDT,46,19,0,5.8
04/09/2017 04:00 EDT,46,19,0,5.8
04/09/2017 05:00 EDT,46,20,0,3.5
04/09/2017 06:00 EDT,46,19,0,3.5
04/09/2017 07:00 EDT,45,19,0,3.5
04/09/2017 08:00 EDT,48,21,0,5.8
04/09/2017 09:00 EDT,50,21,0,4.6
04/09/2017 10:00 EDT,52,23,0,0
04/09/2017 11:00 EDT,56,21,0,0
04/09/2017 12:00 EDT,59,23,0,5.8
04/09/2017 13:00 EDT,63,27,0,8.1
04/09/2017 14:00 EDT,64,25,0,6.9
04/09/2017 15:00 EDT,66,25,0,4.6
04/09/2017 16:00 EDT,63,27,0,8.1
04/09/2017 17:00 EDT,61,25,0,6.9
04/09/2017 18:00 EDT,61,28,0,9.2
04/09/2017 19:00 EDT,57,30,0,3.5
04/09/2017 20:00 EDT,55,34,0,3.5
04/09/2017 21:00 EDT,54,36,0,0
04/09/2017 22:00 EDT,55,36,0,0
04/09/2017 23:00 EDT,56,33,0,3.5
04/10/2017 00:00 EDT,57,28,0,12.7
04/10/2017 01:00 EDT,57,29,0,8.1
04/10/2017 02:00 EDT,55,30,0,4.6
04/10/2017 03:00 EDT,55,32,0,11.5
04/10/2017 04:00 EDT,55,32,0,9.2
04/10/2017 05:00 EDT,55,33,0,4.6
04/10/2017 06:00 EDT,54,34,0,4.6
04/10/2017 07:00 EDT,55,30,0,5.8
04/10/2017 08:00 EDT,57,32,0,0
04/10/2017 09:00 EDT,57,34,0,5.8
04/10/2017 10:00 EDT,61,36,0,3.5
04/10/2017 11:00 EDT,66,36,0,4.6
04/10/2017 12:00 EDT,72,37,0,5.8
04/10/2017 13:00 EDT,73,39,0,6.9
04/10/2017 14:00 EDT,71,41,0,5.8
04/10/2017 15:00 EDT,73,45,0,8.1
04/10/2017 16:00 EDT,73,43,0,9.2
04/10/2017 17:00 EDT,74,44,0,5.8
04/10/2017 18:00 EDT,73,43,0,3.5
04/10/2017 19:00 EDT,72,45,0,5.8
04/10/2017 20:00 EDT,69,45,0,5.8
04/10/2017 21:00 EDT,70,45,0,4.7
04/10/2017 22:00 EDT,70,45,0,3.5
04/10/2017 23:00 EDT,66,44,0,5.8
04/11/2017 00:00 EDT,68,43,0,9.2
04/11/2017 01:00 EDT,67,44,0,9.2
04/11/2017 02:00 EDT,64,45,0,6.9
04/11/2017 03:00 EDT,64,45,0,9.2
04/11/2017 04:00 EDT,63,45,0,9.8
04/11/2017 05:00 EDT,63,45,0,10.4
04/11/2017 06:00 EDT,63,45,0,11.5
04/11/2017 07:00 EDT,63,46,0,8.1
04/11/2017 08:00 EDT,63,46,0,3.5
04/11/2017 09:00 EDT,64,46,0,5.8
04/11/2017 10:00 EDT,66,46,0,5.8
04/11/2017 11:00 EDT,72,47,0,3.5
04/11/2017 12:00 EDT,75,48,0,4.6
04/11/2017 13:00 EDT,81,46,0,5.8
04/11/2017 14:00 EDT,78,49,0,9.2
04/11/2017 15:00 EDT,79,50,0,9.2
04/11/2017 16:00 EDT,79,52,0,8.1
04/11/2017 17:00 EDT,75,51,0,7.5
04/11/2017 18:00 EDT,73,52,0,6.9
04/11/2017 19:00 EDT,72,52,0,0
04/11/2017 20:00 EDT,69,52,0,3.5
04/11/2017 21:00 EDT,64,52,0,3.5
04/11/2017 22:00 EDT,64,52,0,0
04/11/2017 23:00 EDT,62,51,0,3.5
04/12/2017 00:00 EDT,63,52,0,0
04/12/2017 01:00 EDT,62,51,0,5.8
04/12/2017 02:00 EDT,62,51,0,0
04/12/2017 03:00 EDT,61,52,0,0
04/12/2017 04:00 EDT,57,52,0,4.6
04/12/2017 05:00 EDT,59,51,0,3.5
04/12/2017 06:00 EDT,59,52,0,3.5
04/12/2017 07:00 EDT,57,52,0,0
04/12/2017 08:00 EDT,61,51,0,0
04/12/2017 09:00 EDT,66,52,0,3.5
04/12/2017 10:00 EDT,70,52,0,0
04/12/2017 11:00 EDT,69,52,0,5.8
04/12/2017 12:00 EDT,63,57,0.01,3.5
04/12/2017 13:00 EDT,64,57,0,0
04/12/2017 14:00 EDT,67,56,0.01,0
04/12/2017 15:00 EDT,70,54,0,5.8
04/12/2017 16:00 EDT,73,54,0,5.8
04/12/2017 17:00 EDT,74,50,0,2.9
04/12/2017 18:00 EDT,73,48,0,0
04/12/2017 19:00 EDT,73,36,0,8.1
04/12/2017 20:00 EDT,70,46,0,3.5
04/12/2017 21:00 EDT,70,45,0,0
04/12/2017 22:00 EDT,68,41,0,0
04/12/2017 23:00 EDT,65,45,0,5.8
04/13/2017 00:00 EDT,63,39,0,4.6
04/13/2017 01:00 EDT,58,45,0,9.2
04/13/2017 02:00 EDT,56,41,0,10.3
04/13/2017 03:00 EDT,52,34,0,11.5
04/13/2017 04:00 EDT,50,34,0,3.5
04/13/2017 05:00 EDT,49,32,0,3.5
04/13/2017 06:00 EDT,48,32,0,3.5
04/13/2017 07:00 EDT,48,32,0,5.2
04/13/2017 08:00 EDT,49,32,0,6.9
04/13/2017 09:00 EDT,50,30,0,6.9
04/13/2017 10:00 EDT,52,30,0,7.5
04/13/2017 11:00 EDT,52,29,0,8.1
04/13/2017 12:00 EDT,55,28,0,0
04/13/2017 13:00 EDT,57,28,0,0
04/13/2017 14:00 EDT,60,28,0,6.9
04/13/2017 15:00 EDT,63,28,0,4.6
04/13/2017 16:00 EDT,64,28,0,5.2
04/13/2017 17:00 EDT,64,26,0,5.8
04/13/2017 18:00 EDT,63,27,0,3.5
04/13/2017 19:00 EDT,63,27,0,8.1
04/13/2017 20:00 EDT,60,26,0,13.8
04/13/2017 21:00 EDT,59,25,0,3.5
04/13/2017 22:00 EDT,57,25,0,5.8
04/13/2017 23:00 EDT,56,23,0,0
04/14/2017 00:00 EDT,55,25,0,6.9
04/14/2017 01:00 EDT,53,24,0,0
04/14/2017 02:00 EDT,53,25,0,0
04/14/2017 03:00 EDT,52,27,0,0
04/14/2017 04:00 EDT,50,27,0,0
04/14/2017 05:00 EDT,50,25,0,4.6
04/14/2017 06:00 EDT,48,27,0,0
04/14/2017 07:00 EDT,48,27,0,4.6
04/14/2017 08:00 EDT,50,28,0,5.8
04/14/2017 09:00 EDT,52,28,0,4.6
04/14/2017 10:00 EDT,54,27,0,4.6
04/14/2017 11:00 EDT,58,27,0,4.6
04/14/2017 12:00 EDT,61,28,0,0
04/14/2017 13:00 EDT,63,28,0,5.8
04/14/2017 14:00 EDT,65,27,0,4.6
04/14/2017 15:00 EDT,64,25,0,4.6
04/14/2017 16:00 EDT,64,23,0,3.5
04/14/2017 17:00 EDT,64,28,0,4.6
04/14/2017 18:00 EDT,63,30,0,6.9
04/14/2017 19:00 EDT,59,30,0,7.5
04/14/2017 20:00 EDT,55,31,0,8.1
04/14/2017 21:00 EDT,55,30,0,4.6
04/14/2017 22:00 EDT,55,28,0,5.8
04/14/2017 23:00 EDT,55,31,0,3.5
04/15/2017 00:00 EDT,54,34,0,3.5
04/15/2017 01:00 EDT,53,33,0,0
04/15/2017 02:00 EDT,53,33,0,3.5
04/15/2017 03:00 EDT,52,34,0,5.8
04/15/2017 04:00 EDT,52,34,0,0
04/15/2017 05:00 EDT,51,33,0,0
04/15/2017 06:00 EDT,52,34,0,6.9
04/15/2017 07:00 EDT,52,33,0,4.6
04/15/2017 08:00 EDT,52,33,0,9.2
04/15/2017 09:00 EDT,56,35,0,4.6
04/15/2017 10:00 EDT,58,31,0,8.1
04/15/2017 11:00 EDT,60,35,0,3.5
04/15/2017 12:00 EDT,61,36,0,8.1
04/15/2017 13:00 EDT,61,37,0,6.9
04/15/2017 14:00 EDT,60,39,0,5.8
04/15/2017 15:00 EDT,63,41,0,3.5
04/15/2017 16:00 EDT,65,43,0,8.1
04/15/2017 17:00 EDT,62,45,0,4.6
04/15/2017 18:00 EDT,60,48,0,8.1
04/15/2017 19:00 EDT,60,50,0,6.9
04/15/2017 20:00 EDT,60,50,0,4.6
04/15/2017 21:00 EDT,61,52,0,6.9
04/15/2017 22:00 EDT,61,53,0,5.8
04/15/2017 23:00 EDT,62,54,0,6.9
04/16/2017 00:00 EDT,62,55,0,4.6
04/16/2017 01:00 EDT,61,56,0,6.9
04/16/2017 02:00 EDT,61,56,0,4.6
04/16/2017 03:00 EDT,61,56,0,3.5
04/16/2017 04:00 EDT,60,57,0,5.2
04/16/2017 05:00 EDT,61,57,0,6.9
04/16/2017 06:00 EDT,62,57,0,6.9
04/16/2017 07:00 EDT,62,57,0,5.8
04/16/2017 08:00 EDT,64,57,0,4.6
04/16/2017 09:00 EDT,66,57,0,9.2
04/16/2017 10:00 EDT,72,57,0,7.5
04/16/2017 11:00 EDT,77,56,0,5.8
04/16/2017 12:00 EDT,80,53,0,8.1
04/16/2017 13:00 EDT,84,50,0,8.1
04/16/2017 14:00 EDT,85,50,0,12.7
04/16/2017 15:00 EDT,84,49,0,11.5
04/16/2017 16:00 EDT,83,51,0,9.2
04/16/2017 17:00 EDT,73,60,0,6.9
04/16/2017 18:00 EDT,79,56,0,0
04/16/2017 19:00 EDT,81,53,0,5.2
04/16/2017 20:00 EDT,81,50,0,10.4
04/16/2017 21:00 EDT,81,50,0,10.4
04/16/2017 22:00 EDT,70,57,0,8.1
04/16/2017 23:00 EDT,71,55,0,8.1
04/17/2017 00:00 EDT,71,55,0,9.2
04/17/2017 01:00 EDT,70,57,0,4.6
04/17/2017 02:00 EDT,68,57,0,3.5
04/17/2017 03:00 EDT,68,58,0,4.6
04/17/2017 04:00 EDT,66,58,0,6.9
04/17/2017 05:00 EDT,66,58,0,4.6
04/17/2017 06:00 EDT,66,58,0,6.9
04/17/2017 07:00 EDT,66,58,0,5.8
04/17/2017 08:00 EDT,66,56,0,3.5
04/17/2017 09:00 EDT,67,52,0,5.8
04/17/2017 10:00 EDT,67,44,0,5.8
04/17/2017 11:00 EDT,67,41,0,8.1
04/17/2017 12:00 EDT,71,36,0,10.4
04/17/2017 13:00 EDT,70,37,0,9.2
04/17/2017 14:00 EDT,70,36,0,9.2
04/17/2017 15:00 EDT,72,33,0,8.1
04/17/2017 16:00 EDT,74,29,0,8.6
04/17/2017 17:00 EDT,71,27,0,9.2
04/17/2017 18:00 EDT,71,27,0,6.9
04/17/2017 19:00 EDT,69,29,0,8.1
04/17/2017 20:00 EDT,66,27,0,6.9
04/17/2017 21:00 EDT,64,27,0,5.8
04/17/2017 22:00 EDT,63,26,0,11.5
04/17/2017 23:00 EDT,62,25,0,0
04/18/2017 00:00 EDT,59,27,0,10.4
04/18/2017 01:00 EDT,58,27,0,5.8
04/18/2017 02:00 EDT,56,29,0,5.8
04/18/2017 03:00 EDT,55,29,0,10.4
04/18/2017 04:00 EDT,54,31,0,4.6
04/18/2017 05:00 EDT,53,31,0,4.6
